(FileInfo(path=PosixPath('/Users/canadytw/Documents/GeraldCottrill-Conversation.pdf'), size=43556, hash='42913decc0c427e31860fcb2d52add615f894f899e775cf924a8cc41984e4455', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/GeraldCottrill-Conversation.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Number_1@2x.png'), size=4662, hash='c0bbf8aaa3ee50c11ae381ff9daf784e87a982587ff29bc1d2a04bd135de4721', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Number_1@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ProgressEmpty_C.png'), size=1006, hash='d657ce1d5220bf8590cc664399a13c3212d175a81d3aec5dc4c05fd605a30561', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ProgressEmpty_C.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/WarningIcon@2x.png'), size=3903, hash='af8da7680315978bf03bf4c0645b44a99e73af46fdee681b01240b974e9580de', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/WarningIcon@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/WiFiLockInverted@2x.png'), size=1183, hash='4c50bc2a7842c4eb7e7b872730f7247b61bd751a7ed2b506b126d066eb1d16a6', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/WiFiLockInverted@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/LeftArrowButton@2x.png'), size=7395, hash='782fdaf7b6c44e22bf83f622a9ecf84601aefcff6beacba887425f4e034582a0', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/LeftArrowButton@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ConnectToDeviceController.nib'), size=10324, hash='b7c7b14903ca5367762a9eaa47514eb9dcfeb59de22c617617bab80aa4d5d068', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/ConnectToDeviceController.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Search@2x.png'), size=3859, hash='f01a8049b43445ae6d47e67ccee5e6191bdc87ffbad829800da3a19dbc783808', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Search@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/wifi_signal_1_inversed@2x.png'), size=1656, hash='a22329cfa0c3c994617038e29c774891985ee1a283a9385d9ddd1ce2e211487f', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/wifi_signal_1_inversed@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/CheckGrey.png'), size=1056, hash='2e29d27209aaeb1419e4fad560b91b8c1138bb282b579683ebfa0eb57a0d5b61', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/CheckGrey.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Checkbox_Unchecked_Enabled.png'), size=3000, hash='17637922be8c6c0321bc8b55437f7c7653a08d9846aeabc002ee7f74861b78d5', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Checkbox_Unchecked_Enabled.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/SkipSetup.png'), size=1264, hash='30b79ea8cbd2af39fbe640c293b137519879d6453fc49301b870eb6b3ae7ec0b', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/SkipSetup.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/WirelessOnImage@2x.png'), size=6292, hash='d3f3c4f3e34b9adc6a99b134095b6c843d584c37700c678e9618cd51450d27fa', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/WirelessOnImage@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/disclosure_closed@2x.png'), size=876, hash='3eff87fff0fdcc5db516c5578bfdb52ebe08a9b43d26ba18cb4e2f03eb85f1de', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/disclosure_closed@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ConfiguredPrinterSelected@2x.png'), size=6143, hash='fd27be19fbf9d11a16cb79fa1adfa345dff62b219c46b85aa4f7e5994883138e', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ConfiguredPrinterSelected@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/CheckWhite@2x.png'), size=1143, hash='71d36bcbc73368cee3ca439314d7bdb96cf51b8e01f3484765716f26c7829fc2', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/CheckWhite@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ContinueButton@2x.png'), size=3798, hash='24970d6df59ddb94d6cac543b185b71da4b720070f1f0adda95a24301adefea0', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ContinueButton@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/SkipSetup@2x.png'), size=2176, hash='e3d5268e0e64100e102414f2ab44964d64e474a0b089c061cf8e1e8c4d814ec9', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/SkipSetup@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/RenamePrinterViewPlus.nib'), size=10178, hash='1c0d9f83dfd5857670223a19eeecca078d306e69be20dd303255fc370d44e288', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/RenamePrinterViewPlus.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/SoftwareInstallationViewPlus.nib'), size=31978, hash='271a9fde7e535c4dacc81a16d469c769547bd4871ce66c76055232022301cb29', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/SoftwareInstallationViewPlus.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/OWSSetupView.nib'), size=10473, hash='8d132bf9b4feaf83898baa4a9fcbe4a858c09f8773a33b67765932d5ce43adf2', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/OWSSetupView.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Check_mark_CMYK.pdf'), size=186520, hash='f5ad5ff43ce67a6d3168c74eb340f2c087795d684424bf2ffc26698dfd01bda1', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Check_mark_CMYK.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/UnconfiguredPrinterSelected.png'), size=2231, hash='7c25ad51212611465aa49b28d3ea2e3c2ee79c6e7792ee5ab756c6fb0c24c8a4', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/UnconfiguredPrinterSelected.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/FinishConfigurationView.nib'), size=24070, hash='a751874f6245611e84b7d60292d4a0484bb1718665be4e9dc51fad887016a4e5', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/FinishConfigurationView.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/DoneButton.png'), size=2382, hash='3ef5ac4af67ff8688b4264e1fbcd6aba19f2487cfab15f5442862b5aebd0daee', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/DoneButton.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/WirelessBlue@2x.png'), size=8159, hash='0ceb2043edeabdd73dbc900525b78ff5ba00825497839f8b79fc9cfeedca52bb', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/WirelessBlue@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/HiddenNetworkInverted.png'), size=1225, hash='8b9c4b89cead091ef5b09a224dad84a5aff52fd44a2df027a75fd65c6b89a6bd', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/HiddenNetworkInverted.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/DeviceWarningMessageView.nib'), size=10528, hash='e3dceaf71e9634798983dc992969c07ee11c9ffd3e4018f6464fd49a1c50f62e', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/DeviceWarningMessageView.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/disclosure_open.png'), size=739, hash='227362cdd428d22012af80b645ea0c3cdbef5fb54badff246b36f5ea695f833b', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/disclosure_open.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ProgressEmpty_R.png'), size=1059, hash='b8f3d3ce3b51e19f473f4cb82d36536d122d6391f71eeb37f09a0cea00562022', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ProgressEmpty_R.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/generic_software.png'), size=1419, hash='3f560ba7c969dcd6d312599181135a147f2bebf6fb3a8aa96c786418074e08a5', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/generic_software.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Number_2_Grey@2x.png'), size=3776, hash='66cf853789d708858d0c1707fb9dce9f72f409e84cb7f6cd1c05f0a3672d568c', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Number_2_Grey@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/UnconfiguredPrinterSelected@2x.png'), size=4640, hash='27f149679bd9faf4be1da7f4228a09e068ec725866d33c54ae8649e793267081', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/UnconfiguredPrinterSelected@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/WiFiLockInverted.png'), size=1083, hash='5ad05a3fd7f6dce18150e6ea5b53745a50378fd52f15e1b46e7f99112a9c1124', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/WiFiLockInverted.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/HiddenNetworkInverted@2x.png'), size=1527, hash='f031cf0ca07a65b0cade0612c75576eac14f2e789cd0c55eb6cb6a5becf5e316', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/HiddenNetworkInverted@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/OWSWebFrame.nib'), size=13726, hash='380e6449510a5c2769a9c29d4f64fd3db53574df3182b31a41f84250597ff74c', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/OWSWebFrame.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/wifi_signal_1_inversed.png'), size=1298, hash='c66b9787ab3297a19740f73bf292259e21154b6496050f768c7b2ecd3f0ae3d7', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/wifi_signal_1_inversed.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/PrinterConfigurationViewPlus.nib'), size=26178, hash='0d556b6d02cd29af12ee864d0b8fb8cb9fdab49b832de22e6f031aa7a7b297f9', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/PrinterConfigurationViewPlus.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Checkbox_Checked_Enabled@2x.png'), size=3398, hash='f4fe577dee135b211675583ea4f776a5c8d43e35d87a24a9c58c8141f5be3bcd', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Checkbox_Checked_Enabled@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/MenuWindow.nib'), size=3898, hash='434d88924d4d3471be9325a8924ccb9419f6b514b110980280d0b4180acf9c39', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/MenuWindow.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ProbeMessage.xml'), size=603, hash='943154e5808151a7f8f55d81eba8136d835aa7c9c0cfd5460fd0be34eb011297', type='data', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/data/ProbeMessage.xml'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Checkbox_Unchecked_Hover@2x.png'), size=2985, hash='e4c53136ecf254bc0815d349f701ebbf03243de8fb4e3df9cd590ad080fc9d82', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Checkbox_Unchecked_Hover@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ConfiguredPrinter@2x.png'), size=6283, hash='39a9c1c5975658c3888c766bf6ec05bde6a4a135cf7bd0984470dce3ad6f71ca', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ConfiguredPrinter@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Checkbox_Unchecked_Hover.png'), size=2939, hash='4d85a8dc8370e585fe775ab08fc18712dc210ef16bde067c6fdccefe266f7761', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Checkbox_Unchecked_Hover.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/generic_software@2x.png'), size=1875, hash='25627c0bf96d87a86da08dc366753054fbfd6c3c211068eab513495208f4c120', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/generic_software@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/WiFiNetworkAccessoryView.nib'), size=4765, hash='c52c9c19a33e75567f5c139cec1a95b5af4ecda0a4fc63e912038a67e751be5f', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/WiFiNetworkAccessoryView.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/RadioButtonSelectedDisabled.png'), size=1712, hash='9d58d7bdda609215571371d274603fa8884858ebaf744ee9a3b9f7782f89b378', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/RadioButtonSelectedDisabled.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ProgressFull_C@2x.png'), size=1012, hash='4c5b59be20baa25b995cc4e85fb2b5db155dc418a22b62de24f3330b5e865a7e', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ProgressFull_C@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Checkbox_Checked_Hover@2x.png'), size=3398, hash='f4fe577dee135b211675583ea4f776a5c8d43e35d87a24a9c58c8141f5be3bcd', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Checkbox_Checked_Hover@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/RadioButtonUnselectedDisabled@2x.png'), size=4092, hash='6137586982a9903820cf5eaa5008c169300b53c0e946badbee559fe7eafda2f5', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/RadioButtonUnselectedDisabled@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/wifi_signal_1@2x.png'), size=1869, hash='dfb1343e6a7bddf3f7dcf93cca155bfcc88195ecd5c1c8524689062194ff1a3b', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/wifi_signal_1@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/NonHPDriverSheet.nib'), size=13988, hash='f633308016e3f40d8aad595a2ce8064194b35aa7e426e21c4e62c2b1071ab797', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/NonHPDriverSheet.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/CheckmarkAccessoryView.nib'), size=3347, hash='909716f4278838e8fa614efc59220f8fa28dcd63b88f8906a03e7f882ff14540', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/CheckmarkAccessoryView.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/CollectionViewControllerView.nib'), size=9746, hash='d4449aa8d7c063998cc0064cfcada423726ab89593edda95c16d61d39d72e2d7', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/CollectionViewControllerView.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/UnconfiguredPrinterBlue.png'), size=7415, hash='8e77084cc734ccb2e1335cc63cf077bc6f6751f3819622fbd6b3759d610803cd', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/UnconfiguredPrinterBlue.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Number_1_Grey@2x.png'), size=3672, hash='9a9cb08eb12b5762912112bb96f9beb78ea406c79ad5fedddba142cd92c96f4e', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Number_1_Grey@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/RadioButtonSelected@2x.png'), size=4069, hash='d340213c3c1f998c6d572bfe1dec302972b704ead58e399b0ae19087b9ffaf05', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/RadioButtonSelected@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/RadioButtonInvalid.png'), size=3224, hash='be3d69ee2f51021c5668645e7b55b4720bb8b7a7683a16468d3e907e86655461', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/RadioButtonInvalid.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/SetupImage@2x.png'), size=16953, hash='02f2d362a49bc8c3845a4ef59089ea78d57303d86ccf7186786734657eeee98f', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/SetupImage@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/WiFiLock.png'), size=1098, hash='159fb0aadd020065f9aeeaccf32d9e0ea0b0ee3c2e464637773e9e24bd1135be', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/WiFiLock.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/LineImage.png'), size=1644, hash='99a8e9d5b3b4066684185e990b2206cc407eefe7d3703f7f8c31d69328e7dc7e', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/LineImage.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Number_1_Grey.png'), size=3304, hash='d21318c0e32038a04f652cec9095de1c0c454433ac3179c67fec4feb96bf4abf', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Number_1_Grey.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ConnectWiFi.png'), size=606003, hash='eb253397f01a223519295c5da79ad512167e4d1850e6deb576f226959d0f42a6', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ConnectWiFi.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/UtilityImage@2x.png'), size=51853, hash='337f5977ae751a7b45e6f40f190d0d9fe5105400bcd4a844a2cc8e7d380fcd7a', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/UtilityImage@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/CursorPressed@2x.png'), size=1862, hash='65e372956b7403d24fdb312df09f61db641085dfc7d5bdbd926b58292e0edb0a', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/CursorPressed@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/PreparePrinterViewPlus.nib'), size=15890, hash='a6dbecbd1aae73a7feb4ca7d6b3d3919a8df41117accd61c83e0079ec8a6b98a', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/PreparePrinterViewPlus.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/AppIcon.icns'), size=1162809, hash='c899f9fd63ab3050c0df71a337c1d9913e34fe8b76e74aec3e97bb06567a235d', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/AppIcon.icns'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/info_button.png'), size=3397, hash='98f3678f007b96aae232c5ce905e9bfa1eef532d0812865681a901812f79dea1', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/info_button.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ProgressEmpty_C@2x.png'), size=1013, hash='3f6674c05b4b0a15036742522f0361b398ad8531c767663411aab59849a268e3', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ProgressEmpty_C@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/QueueExists.png'), size=1619, hash='57bf2a0066f38551c9935fb272845c56753f01050049291ef8a377cc061d7c9a', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/QueueExists.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/SoftwareLocales.plist'), size=3323, hash='dd0e1694fc438f1718ff057bc4f98f2e187b094bd2bd5027d567e3003f620a81', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/SoftwareLocales.plist'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/RadioButtonUnselectedHover@2x.png'), size=3672, hash='0d896e3729236850d316be5dd9c73a2c838a9db711b4a1a078fd5bd8a1a9cbd1', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/RadioButtonUnselectedHover@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/essential.png'), size=2209, hash='0afb3bee6cb0fa7b6bf25833e133b7828ea357a178960c1d40282cf894f8e676', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/essential.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/GoBackButton.png'), size=2228, hash='d6cd03229043a9bdde3c851f1c64a515f5b7e326e9974ee2b24dbe713bf222de', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/GoBackButton.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/disclosure_closed.png'), size=747, hash='4f2d2fa33954bd6299408aefefe4abcdc7c9d441c15f54bddf2c0d1f649a3b61', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/disclosure_closed.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/MainMenuPlus.nib'), size=16983, hash='436fb4ffd2ad460b818486a9ace99bb498aa02b61a4e982080c668c49ebdf887', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/MainMenuPlus.nib'))
